"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","64287.73196"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","49125.51918"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","52506.05913"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","51169.0953"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","53843.4685"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","46824.72994"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","65041.8332"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","55774.55772"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","53756.37418"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","46660.63636"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","58859.79882"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","61312.75728"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","53714.5635"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","74300.34567"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","62912.63078"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","55898.9358"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","32615.00154"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","66504.82576"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","45608.24313"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","59107.62033"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","57521.53044"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2020","","","","38057.46474"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","56790.38345"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2022","","","","70130.51838"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2017","","","","52220.52036"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","56516.04956"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2021","","","","57313.20874"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2017","","","","52570.13556"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2022","","","","71620.25742"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2019","","","","54717.52118"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2020","","","","49202.69565"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2021","","","","63603.46167"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2018","","","","58659.99536"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2019","","","","57589.39788"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2022","","","","63484.69257"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2017","","","","51399.03231"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2020","","","","51003.24294"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2021","","","","57669.72574"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2018","","","","57068.81472"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2017","","","","45909.1581"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2022","","","","62304.924"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2019","","","","45547.17376"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2020","","","","43213.0066"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2021","","","","51974.67492"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2018","","","","47923.84589"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","53006.8182"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","54664.3519"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","54264.77936"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","61316.8743"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","54165.73197"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","56975.80668"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","58808.81286"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","55594.014"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","62376.72084"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","60899.53716"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","54035.52215"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2020","","","","53713.62282"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","58733.90012"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2021","","","","65949.5213"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","57144.52341"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","51588.15288"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2019","","","","49687.11204"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2020","","","","53081.889"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2021","","","","65615.53752"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","50414.38552"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","88696.9524"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","120186.3592"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2020","","","","103049.625"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","102442.45503"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","109098.988"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","107324.78416"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","96792.1257"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","108624.67554"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","127474.55272"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","87311.34052"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","103194.55173"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","106211.44548"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","126414.02408"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","99053.90345"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","143780.87055"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","101774.28976"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","112195.67328"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","108133.12822"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","115571.35557"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","78399.2005"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","131850.0711"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","88650.79405"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","103363.30308"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","110179.80072"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2021","","","","117925.87838"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2022","","","","138654.40403"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2017","","","","97648.99596"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2020","","","","79818.22986"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","105047.42336"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","104435.0161"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2022","","","","135815.78664"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2019","","","","100874.15785"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2021","","","","123679.92315"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2020","","","","90727.9056"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2017","","","","95170.37889"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2018","","","","108924.44296"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2019","","","","104907.14624"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2022","","","","124901.11413"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2017","","","","96668.11179"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2021","","","","114969.42288"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2020","","","","95225.4336"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2018","","","","110424.98724"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2017","","","","97481.07147"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2022","","","","127686.02544"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2019","","","","94500.9062"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2020","","","","93713.71712"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2021","","","","109375.88868"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2018","","","","101220.40207"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","105973.76064"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","102086.19876"
