"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","171758.7761"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","184091.29617"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","173753.58704"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","219780.033"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","177001.65084"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","228340.1628"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","177782.9535"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","207608.44104"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","180268.73764"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","194510.58347"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","191683.76706"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2020","","","","180411.35676"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2021","","","","241582.67458"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","184955.19648"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","178317.27835"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","167626.63984"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2021","","","","239111.47728"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2020","","","","178676.6541"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","168664.66096"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","918","EEC","European Union","EUT","","Extra EU Trade","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2019","","","","166923.59441"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","147.349281"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","213.583095"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","200.433966"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2020","","","","208.904453"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","326.086918"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","233.99582"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","242.379575"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","348.856798"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","217.254163"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","205.85766"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","221.727841"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","157.777924"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","179.122614"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","254.10835"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","251.275691"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","157.782841"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","306.073"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","427.600902"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","375.418856"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","278.879735"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","240.951878"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","128.997916"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","253.452477"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","189.903685"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2017","","","","198.86671"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","253.842792"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","280.486612"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2022","","","","394.126213"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2021","","","","324.417373"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2020","","","","188.839779"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2020","","","","209.290328"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2021","","","","341.893471"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2022","","","","406.417259"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2019","","","","235.905151"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2017","","","","189.977606"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2018","","","","246.476317"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2017","","","","214.659433"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2019","","","","255.084567"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2018","","","","247.866623"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2022","","","","341.562322"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2021","","","","310.134067"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2020","","","","227.299352"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2020","","","","185.26988"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2021","","","","229.968493"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2022","","","","304.707661"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2018","","","","186.025759"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2019","","","","183.962708"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2017","","","","164.072224"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","214.480569"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","224.305996"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","241.324679"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","320.486301"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","239.871407"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","254.186366"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","323.672362"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","276.043055"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","217.774528"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","242.63054"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","222.361928"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","223.329093"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","249.588235"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2021","","","","348.715524"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2020","","","","261.212791"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2021","","","","298.427213"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2020","","","","227.390959"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","199.187526"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","195.159882"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","008","ALB","Albania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2019","","","","199.149064"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","4810"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","4585"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2020","","","","4579"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","4291"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","4912"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","5548"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","6452"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","4775"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","3899"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","4378"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","4448"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","4304"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","5417"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","5137"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","4565"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","4383"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","5720"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","7354"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","8337"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","6143"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","4349"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","4867"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","5337"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","5216"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","6044"
